Scenario,ClientID,StandardizedID,LocationID,Latitude,Longitude,Demand
500,150,C1740,1716,12.475,-71.865,20.0
500,151,C1741,1717,12.4761,-71.8661,21.0
500,152,C1742,1718,12.4772,-71.8672,22.0
500,153,C1743,1719,12.4783,-71.8683,23.0
500,154,C1744,1720,12.4794,-71.8694,24.0
500,155,C1745,1721,12.4805,-71.8705,25.0
500,156,C1746,1722,12.4816,-71.8716,26.0
500,157,C1747,1723,12.4827,-71.8727,27.0
500,158,C1748,1724,12.4838,-71.8738,28.0
500,159,C1749,1725,12.4849,-71.8749,29.0
500,160,C1750,1726,12.486,-71.876,30.0
500,161,C1751,1727,12.4871,-71.8771,8.0
500,162,C1752,1728,12.4882,-71.8782,9.0
500,163,C1753,1729,12.4893,-71.8793,10.0
500,164,C1754,1730,12.4904,-71.8804,11.0
500,165,C1755,1731,12.4915,-71.8815,12.0
500,166,C1756,1732,12.4926,-71.8826,13.0
500,167,C1757,1733,12.4937,-71.8837,14.0
500,168,C1758,1734,12.4948,-71.8848,15.0
500,169,C1759,1735,12.4959,-71.8859,16.0
500,170,C1760,1736,12.497,-71.887,17.0
500,171,C1761,1737,12.4981,-71.8881,18.0
500,172,C1762,1738,12.4992,-71.8892,19.0
500,173,C1763,1739,12.5003,-71.8903,20.0
500,174,C1764,1740,12.5014,-71.8914,21.0
500,175,C1765,1741,12.5025,-71.8925,22.0
500,176,C1766,1742,12.5036,-71.8936,23.0
500,177,C1767,1743,12.5047,-71.8947,24.0
500,178,C1768,1744,12.5058,-71.8958,25.0
500,179,C1769,1745,12.5069,-71.8969,26.0
500,180,C1770,1746,12.508,-71.898,27.0
500,181,C1771,1747,12.5091,-71.8991,28.0
500,182,C1772,1748,12.5102,-71.9002,29.0
500,183,C1773,1749,12.5113,-71.9013,30.0
500,184,C1774,1750,12.5124,-71.9024,8.0
500,185,C1775,1751,12.5135,-71.9035,9.0
500,186,C1776,1752,12.5146,-71.9046,10.0
500,187,C1777,1753,12.5157,-71.9057,11.0
500,188,C1778,1754,12.5168,-71.9068,12.0
500,189,C1779,1755,12.5179,-71.9079,13.0
500,190,C1780,1756,12.519,-71.909,14.0
500,191,C1781,1757,12.5201,-71.9101,15.0
500,192,C1782,1758,12.5212,-71.9112,16.0
500,193,C1783,1759,12.5223,-71.9123,17.0
500,194,C1784,1760,12.5234,-71.9134,18.0
500,195,C1785,1761,12.5245,-71.9145,19.0
500,196,C1786,1762,12.5256,-71.9156,20.0
500,197,C1787,1763,12.5267,-71.9167,21.0
500,198,C1788,1764,12.5278,-71.9178,22.0
500,199,C1789,1765,12.5289,-71.9189,23.0
500,200,C1790,1766,12.53,-71.92,24.0
500,201,C1791,1767,12.5311,-71.9211,25.0
500,202,C1792,1768,12.5322,-71.9222,26.0
500,203,C1793,1769,12.5333,-71.9233,27.0
500,204,C1794,1770,12.5344,-71.9244,28.0
500,205,C1795,1771,12.5355,-71.9255,29.0
500,206,C1796,1772,12.5366,-71.9266,30.0
500,207,C1797,1773,12.5377,-71.9277,8.0
500,208,C1798,1774,12.5388,-71.9288,9.0
500,209,C1799,1775,12.5399,-71.9299,10.0
500,210,C1800,1776,12.541,-71.931,11.0
500,211,C1801,1777,12.5421,-71.9321,12.0
500,212,C1802,1778,12.5432,-71.9332,13.0
500,213,C1803,1779,12.5443,-71.9343,14.0
500,214,C1804,1780,12.5454,-71.9354,15.0
500,215,C1805,1781,12.5465,-71.9365,16.0
500,216,C1806,1782,12.5476,-71.9376,17.0
500,217,C1807,1783,12.5487,-71.9387,18.0
500,218,C1808,1784,12.5498,-71.9398,19.0
500,219,C1809,1785,12.5509,-71.9409,20.0
500,220,C1810,1786,12.552,-71.942,21.0
500,221,C1811,1787,12.5531,-71.9431,22.0
500,222,C1812,1788,12.5542,-71.9442,23.0
500,223,C1813,1789,12.5553,-71.9453,24.0
500,224,C1814,1790,12.5564,-71.9464,25.0
500,225,C1815,1791,12.5575,-71.9475,26.0
500,226,C1816,1792,12.5586,-71.9486,27.0
500,227,C1817,1793,12.5597,-71.9497,28.0
500,228,C1818,1794,12.5608,-71.9508,29.0
500,229,C1819,1795,12.5619,-71.9519,30.0
500,230,C1820,1796,12.563,-71.953,8.0
500,231,C1821,1797,12.5641,-71.9541,9.0
500,232,C1822,1798,12.5652,-71.9552,10.0
500,233,C1823,1799,12.5663,-71.9563,11.0
500,234,C1824,1800,12.5674,-71.9574,12.0
500,235,C1825,1801,12.5685,-71.9585,13.0
500,236,C1826,1802,12.5696,-71.9596,14.0
500,237,C1827,1803,12.5707,-71.9607,15.0
500,238,C1828,1804,12.5718,-71.9618,16.0
500,239,C1829,1805,12.5729,-71.9629,17.0
500,240,C1830,1806,12.574,-71.964,18.0
500,241,C1831,1807,12.5751,-71.9651,19.0
500,242,C1832,1808,12.5762,-71.9662,20.0
500,243,C1833,1809,12.5773,-71.9673,21.0
500,244,C1834,1810,12.5784,-71.9684,22.0
500,245,C1835,1811,12.5795,-71.9695,23.0
500,246,C1836,1812,12.5806,-71.9706,24.0
500,247,C1837,1813,12.5817,-71.9717,25.0
500,248,C1838,1814,12.5828,-71.9728,26.0
500,249,C1839,1815,12.5839,-71.9739,27.0
500,250,C1840,1816,12.585,-71.975,28.0
500,251,C1841,1817,12.5861,-71.9761,29.0
500,252,C1842,1818,12.5872,-71.9772,30.0
500,253,C1843,1819,12.5883,-71.9783,8.0
500,254,C1844,1820,12.5894,-71.9794,9.0
500,255,C1845,1821,12.5905,-71.9805,10.0
500,256,C1846,1822,12.5916,-71.9816,11.0
500,257,C1847,1823,12.5927,-71.9827,12.0
500,258,C1848,1824,12.5938,-71.9838,13.0
500,259,C1849,1825,12.5949,-71.9849,14.0
500,260,C1850,1826,12.596,-71.986,15.0
500,261,C1851,1827,12.5971,-71.9871,16.0
500,262,C1852,1828,12.5982,-71.9882,17.0
500,263,C1853,1829,12.5993,-71.9893,18.0
500,264,C1854,1830,12.6004,-71.9904,19.0
500,265,C1855,1831,12.6015,-71.9915,20.0
500,266,C1856,1832,12.6026,-71.9926,21.0
500,267,C1857,1833,12.6037,-71.9937,22.0
500,268,C1858,1834,12.6048,-71.9948,23.0
500,269,C1859,1835,12.6059,-71.9959,24.0
500,270,C1860,1836,12.607,-71.997,25.0
500,271,C1861,1837,12.6081,-71.9981,26.0
500,272,C1862,1838,12.6092,-71.9992,27.0
500,273,C1863,1839,12.6103,-72.0003,28.0
500,274,C1864,1840,12.6114,-72.0014,29.0
500,275,C1865,1841,12.6125,-72.0025,30.0
500,276,C1866,1842,12.6136,-72.0036,8.0
500,277,C1867,1843,12.6147,-72.0047,9.0
500,278,C1868,1844,12.6158,-72.0058,10.0
500,279,C1869,1845,12.6169,-72.0069,11.0
500,280,C1870,1846,12.618,-72.008,12.0
500,281,C1871,1847,12.6191,-72.0091,13.0
500,282,C1872,1848,12.6202,-72.0102,14.0
500,283,C1873,1849,12.6213,-72.0113,15.0
500,284,C1874,1850,12.6224,-72.0124,16.0
500,285,C1875,1851,12.6235,-72.0135,17.0
500,286,C1876,1852,12.6246,-72.0146,18.0
500,287,C1877,1853,12.6257,-72.0157,19.0
500,288,C1878,1854,12.6268,-72.0168,20.0
500,289,C1879,1855,12.6279,-72.0179,21.0
500,290,C1880,1856,12.629,-72.019,22.0
500,291,C1881,1857,12.6301,-72.0201,23.0
500,292,C1882,1858,12.6312,-72.0212,24.0
500,293,C1883,1859,12.6323,-72.0223,25.0
500,294,C1884,1860,12.6334,-72.0234,26.0
500,295,C1885,1861,12.6345,-72.0245,27.0
500,296,C1886,1862,12.6356,-72.0256,28.0
500,297,C1887,1863,12.6367,-72.0267,29.0
500,298,C1888,1864,12.6378,-72.0278,30.0
500,299,C1889,1865,12.6389,-72.0289,8.0
500,300,C1890,1866,12.64,-72.03,9.0
500,301,C1891,1867,12.6411,-72.0311,10.0
500,302,C1892,1868,12.6422,-72.0322,11.0
500,303,C1893,1869,12.6433,-72.0333,12.0
500,304,C1894,1870,12.6444,-72.0344,13.0
500,305,C1895,1871,12.6455,-72.0355,14.0
500,306,C1896,1872,12.6466,-72.0366,15.0
500,307,C1897,1873,12.6477,-72.0377,16.0
500,308,C1898,1874,12.6488,-72.0388,17.0
500,309,C1899,1875,12.6499,-72.0399,18.0
500,310,C1900,1876,12.651,-72.041,19.0
500,311,C1901,1877,12.6521,-72.0421,20.0
500,312,C1902,1878,12.6532,-72.0432,21.0
500,313,C1903,1879,12.6543,-72.0443,22.0
500,314,C1904,1880,12.6554,-72.0454,23.0
500,315,C1905,1881,12.6565,-72.0465,24.0
500,316,C1906,1882,12.6576,-72.0476,25.0
500,317,C1907,1883,12.6587,-72.0487,26.0
500,318,C1908,1884,12.6598,-72.0498,27.0
500,319,C1909,1885,12.6609,-72.0509,28.0
500,320,C1910,1886,12.662,-72.052,29.0
500,321,C1911,1887,12.6631,-72.0531,30.0
500,322,C1912,1888,12.6642,-72.0542,8.0
500,323,C1913,1889,12.6653,-72.0553,9.0
500,324,C1914,1890,12.6664,-72.0564,10.0
500,325,C1915,1891,12.6675,-72.0575,11.0
500,326,C1916,1892,12.6686,-72.0586,12.0
500,327,C1917,1893,12.6697,-72.0597,13.0
500,328,C1918,1894,12.6708,-72.0608,14.0
500,329,C1919,1895,12.6719,-72.0619,15.0
500,330,C1920,1896,12.673,-72.063,16.0
500,331,C1921,1897,12.6741,-72.0641,17.0
500,332,C1922,1898,12.6752,-72.0652,18.0
500,333,C1923,1899,12.6763,-72.0663,19.0
500,334,C1924,1900,12.6774,-72.0674,20.0
500,335,C1925,1901,12.6785,-72.0685,21.0
500,336,C1926,1902,12.6796,-72.0696,22.0
500,337,C1927,1903,12.6807,-72.0707,23.0
500,338,C1928,1904,12.6818,-72.0718,24.0
500,339,C1929,1905,12.6829,-72.0729,25.0
500,340,C1930,1906,12.684,-72.074,26.0
500,341,C1931,1907,12.6851,-72.0751,27.0
500,342,C1932,1908,12.6862,-72.0762,28.0
500,343,C1933,1909,12.6873,-72.0773,29.0
500,344,C1934,1910,12.6884,-72.0784,30.0
500,345,C1935,1911,12.6895,-72.0795,8.0
500,346,C1936,1912,12.6906,-72.0806,9.0
500,347,C1937,1913,12.6917,-72.0817,10.0
500,348,C1938,1914,12.6928,-72.0828,11.0
500,349,C1939,1915,12.6939,-72.0839,12.0
500,350,C1940,1916,12.695,-72.085,13.0
500,351,C1941,1917,12.6961,-72.0861,14.0
500,352,C1942,1918,12.6972,-72.0872,15.0
500,353,C1943,1919,12.6983,-72.0883,16.0
500,354,C1944,1920,12.6994,-72.0894,17.0
500,355,C1945,1921,12.7005,-72.0905,18.0
500,356,C1946,1922,12.7016,-72.0916,19.0
500,357,C1947,1923,12.7027,-72.0927,20.0
500,358,C1948,1924,12.7038,-72.0938,21.0
500,359,C1949,1925,12.7049,-72.0949,22.0
500,360,C1950,1926,12.706,-72.096,23.0
500,361,C1951,1927,12.7071,-72.0971,24.0
500,362,C1952,1928,12.7082,-72.0982,25.0
500,363,C1953,1929,12.7093,-72.0993,26.0
500,364,C1954,1930,12.7104,-72.1004,27.0
500,365,C1955,1931,12.7115,-72.1015,28.0
500,366,C1956,1932,12.7126,-72.1026,29.0
500,367,C1957,1933,12.7137,-72.1037,30.0
500,368,C1958,1934,12.7148,-72.1048,8.0
500,369,C1959,1935,12.7159,-72.1059,9.0
500,370,C1960,1936,12.717,-72.107,10.0
500,371,C1961,1937,12.7181,-72.1081,11.0
500,372,C1962,1938,12.7192,-72.1092,12.0
500,373,C1963,1939,12.7203,-72.1103,13.0
500,374,C1964,1940,12.7214,-72.1114,14.0
500,375,C1965,1941,12.7225,-72.1125,15.0
500,376,C1966,1942,12.7236,-72.1136,16.0
500,377,C1967,1943,12.7247,-72.1147,17.0
500,378,C1968,1944,12.7258,-72.1158,18.0
500,379,C1969,1945,12.7269,-72.1169,19.0
500,380,C1970,1946,12.728,-72.118,20.0
500,381,C1971,1947,12.7291,-72.1191,21.0
500,382,C1972,1948,12.7302,-72.1202,22.0
500,383,C1973,1949,12.7313,-72.1213,23.0
500,384,C1974,1950,12.7324,-72.1224,24.0
500,385,C1975,1951,12.7335,-72.1235,25.0
500,386,C1976,1952,12.7346,-72.1246,26.0
500,387,C1977,1953,12.7357,-72.1257,27.0
500,388,C1978,1954,12.7368,-72.1268,28.0
500,389,C1979,1955,12.7379,-72.1279,29.0
500,390,C1980,1956,12.739,-72.129,30.0
500,391,C1981,1957,12.7401,-72.1301,8.0
500,392,C1982,1958,12.7412,-72.1312,9.0
500,393,C1983,1959,12.7423,-72.1323,10.0
500,394,C1984,1960,12.7434,-72.1334,11.0
500,395,C1985,1961,12.7445,-72.1345,12.0
500,396,C1986,1962,12.7456,-72.1356,13.0
500,397,C1987,1963,12.7467,-72.1367,14.0
500,398,C1988,1964,12.7478,-72.1378,15.0
500,399,C1989,1965,12.7489,-72.1389,16.0
500,400,C1990,1966,12.75,-72.14,17.0
500,401,C1991,1967,12.7511,-72.1411,18.0
500,402,C1992,1968,12.7522,-72.1422,19.0
500,403,C1993,1969,12.7533,-72.1433,20.0
500,404,C1994,1970,12.7544,-72.1444,21.0
500,405,C1995,1971,12.7555,-72.1455,22.0
500,406,C1996,1972,12.7566,-72.1466,23.0
500,407,C1997,1973,12.7577,-72.1477,24.0
500,408,C1998,1974,12.7588,-72.1488,25.0
500,409,C1999,1975,12.7599,-72.1499,26.0
500,410,C2000,1976,12.761,-72.151,27.0
500,411,C2001,1977,12.7621,-72.1521,28.0
500,412,C2002,1978,12.7632,-72.1532,29.0
500,413,C2003,1979,12.7643,-72.1543,30.0
500,414,C2004,1980,12.7654,-72.1554,8.0
500,415,C2005,1981,12.7665,-72.1565,9.0
500,416,C2006,1982,12.7676,-72.1576,10.0
500,417,C2007,1983,12.7687,-72.1587,11.0
500,418,C2008,1984,12.7698,-72.1598,12.0
500,419,C2009,1985,12.7709,-72.1609,13.0
500,420,C2010,1986,12.772,-72.162,14.0
500,421,C2011,1987,12.7731,-72.1631,15.0
500,422,C2012,1988,12.7742,-72.1642,16.0
500,423,C2013,1989,12.7753,-72.1653,17.0
500,424,C2014,1990,12.7764,-72.1664,18.0
500,425,C2015,1991,12.7775,-72.1675,19.0
500,426,C2016,1992,12.7786,-72.1686,20.0
500,427,C2017,1993,12.7797,-72.1697,21.0
500,428,C2018,1994,12.7808,-72.1708,22.0
500,429,C2019,1995,12.7819,-72.1719,23.0
500,430,C2020,1996,12.783,-72.173,24.0
500,431,C2021,1997,12.7841,-72.1741,25.0
500,432,C2022,1998,12.7852,-72.1752,26.0
500,433,C2023,1999,12.7863,-72.1763,27.0
500,434,C2024,2000,12.7874,-72.1774,28.0
500,435,C2025,2001,12.7885,-72.1785,29.0
500,436,C2026,2002,12.7896,-72.1796,30.0
500,437,C2027,2003,12.7907,-72.1807,8.0
500,438,C2028,2004,12.7918,-72.1818,9.0
500,439,C2029,2005,12.7929,-72.1829,10.0
500,440,C2030,2006,12.794,-72.184,11.0
500,441,C2031,2007,12.7951,-72.1851,12.0
500,442,C2032,2008,12.7962,-72.1862,13.0
500,443,C2033,2009,12.7973,-72.1873,14.0
500,444,C2034,2010,12.7984,-72.1884,15.0
500,445,C2035,2011,12.7995,-72.1895,16.0
500,446,C2036,2012,12.8006,-72.1906,17.0
500,447,C2037,2013,12.8017,-72.1917,18.0
500,448,C2038,2014,12.8028,-72.1928,19.0
500,449,C2039,2015,12.8039,-72.1939,20.0
500,450,C2040,2016,12.805,-72.195,21.0
500,451,C2041,2017,12.8061,-72.1961,22.0
500,452,C2042,2018,12.8072,-72.1972,23.0
500,453,C2043,2019,12.8083,-72.1983,24.0
500,454,C2044,2020,12.8094,-72.1994,25.0
500,455,C2045,2021,12.8105,-72.2005,26.0
500,456,C2046,2022,12.8116,-72.2016,27.0
500,457,C2047,2023,12.8127,-72.2027,28.0
500,458,C2048,2024,12.8138,-72.2038,29.0
500,459,C2049,2025,12.8149,-72.2049,30.0
500,460,C2050,2026,12.816,-72.206,8.0
500,461,C2051,2027,12.8171,-72.2071,9.0
500,462,C2052,2028,12.8182,-72.2082,10.0
500,463,C2053,2029,12.8193,-72.2093,11.0
500,464,C2054,2030,12.8204,-72.2104,12.0
500,465,C2055,2031,12.8215,-72.2115,13.0
500,466,C2056,2032,12.8226,-72.2126,14.0
500,467,C2057,2033,12.8237,-72.2137,15.0
500,468,C2058,2034,12.8248,-72.2148,16.0
500,469,C2059,2035,12.8259,-72.2159,17.0
500,470,C2060,2036,12.827,-72.217,18.0
500,471,C2061,2037,12.8281,-72.2181,19.0
500,472,C2062,2038,12.8292,-72.2192,20.0
500,473,C2063,2039,12.8303,-72.2203,21.0
500,474,C2064,2040,12.8314,-72.2214,22.0
500,475,C2065,2041,12.8325,-72.2225,23.0
500,476,C2066,2042,12.8336,-72.2236,24.0
500,477,C2067,2043,12.8347,-72.2247,25.0
500,478,C2068,2044,12.8358,-72.2258,26.0
500,479,C2069,2045,12.8369,-72.2269,27.0
500,480,C2070,2046,12.838,-72.228,28.0
500,481,C2071,2047,12.8391,-72.2291,29.0
500,482,C2072,2048,12.8402,-72.2302,30.0
500,483,C2073,2049,12.8413,-72.2313,8.0
500,484,C2074,2050,12.8424,-72.2324,9.0
500,485,C2075,2051,12.8435,-72.2335,10.0
500,486,C2076,2052,12.8446,-72.2346,11.0
500,487,C2077,2053,12.8457,-72.2357,12.0
500,488,C2078,2054,12.8468,-72.2368,13.0
500,489,C2079,2055,12.8479,-72.2379,14.0
500,490,C2080,2056,12.849,-72.239,15.0
500,491,C2081,2057,12.8501,-72.2401,16.0
500,492,C2082,2058,12.8512,-72.2412,17.0
500,493,C2083,2059,12.8523,-72.2423,18.0
500,494,C2084,2060,12.8534,-72.2434,19.0
500,495,C2085,2061,12.8545,-72.2445,20.0
500,496,C2086,2062,12.8556,-72.2456,21.0
500,497,C2087,2063,12.8567,-72.2467,22.0
500,498,C2088,2064,12.8578,-72.2478,23.0
500,499,C2089,2065,12.8589,-72.2489,24.0
500,500,C2090,2066,12.86,-72.25,25.0
600,1,C2091,2067,12.3111,-71.7011,9.0
600,2,C2092,2068,12.3122,-71.7022,10.0
600,3,C2093,2069,12.3133,-71.7033,11.0
600,4,C2094,2070,12.3144,-71.7044,12.0
600,5,C2095,2071,12.3155,-71.7055,13.0
600,6,C2096,2072,12.3166,-71.7066,14.0
600,7,C2097,2073,12.3177,-71.7077,15.0
600,8,C2098,2074,12.3188,-71.7088,16.0
600,9,C2099,2075,12.3199,-71.7099,17.0
600,10,C2100,2076,12.321,-71.711,18.0
600,11,C2101,2077,12.3221,-71.7121,19.0
600,12,C2102,2078,12.3232,-71.7132,20.0
600,13,C2103,2079,12.3243,-71.7143,21.0
600,14,C2104,2080,12.3254,-71.7154,22.0
600,15,C2105,2081,12.3265,-71.7165,23.0
600,16,C2106,2082,12.3276,-71.7176,24.0
600,17,C2107,2083,12.3287,-71.7187,25.0
600,18,C2108,2084,12.3298,-71.7198,26.0
600,19,C2109,2085,12.3309,-71.7209,27.0
600,20,C2110,2086,12.332,-71.722,28.0
600,21,C2111,2087,12.3331,-71.7231,29.0
600,22,C2112,2088,12.3342,-71.7242,30.0
600,23,C2113,2089,12.3353,-71.7253,8.0
600,24,C2114,2090,12.3364,-71.7264,9.0
600,25,C2115,2091,12.3375,-71.7275,10.0
600,26,C2116,2092,12.3386,-71.7286,11.0
600,27,C2117,2093,12.3397,-71.7297,12.0
600,28,C2118,2094,12.3408,-71.7308,13.0
600,29,C2119,2095,12.3419,-71.7319,14.0
600,30,C2120,2096,12.343,-71.733,15.0
600,31,C2121,2097,12.3441,-71.7341,16.0
600,32,C2122,2098,12.3452,-71.7352,17.0
600,33,C2123,2099,12.3463,-71.7363,18.0
600,34,C2124,2100,12.3474,-71.7374,19.0
600,35,C2125,2101,12.3485,-71.7385,20.0
600,36,C2126,2102,12.3496,-71.7396,21.0
600,37,C2127,2103,12.3507,-71.7407,22.0
600,38,C2128,2104,12.3518,-71.7418,23.0
600,39,C2129,2105,12.3529,-71.7429,24.0
600,40,C2130,2106,12.354,-71.744,25.0
600,41,C2131,2107,12.3551,-71.7451,26.0
600,42,C2132,2108,12.3562,-71.7462,27.0
600,43,C2133,2109,12.3573,-71.7473,28.0
600,44,C2134,2110,12.3584,-71.7484,29.0
600,45,C2135,2111,12.3595,-71.7495,30.0
600,46,C2136,2112,12.3606,-71.7506,8.0
600,47,C2137,2113,12.3617,-71.7517,9.0
600,48,C2138,2114,12.3628,-71.7528,10.0
600,49,C2139,2115,12.3639,-71.7539,11.0
600,50,C2140,2116,12.365,-71.755,12.0
600,51,C2141,2117,12.3661,-71.7561,13.0
600,52,C2142,2118,12.3672,-71.7572,14.0
600,53,C2143,2119,12.3683,-71.7583,15.0
600,54,C2144,2120,12.3694,-71.7594,16.0
600,55,C2145,2121,12.3705,-71.7605,17.0
600,56,C2146,2122,12.3716,-71.7616,18.0
600,57,C2147,2123,12.3727,-71.7627,19.0
600,58,C2148,2124,12.3738,-71.7638,20.0
600,59,C2149,2125,12.3749,-71.7649,21.0
600,60,C2150,2126,12.376,-71.766,22.0
600,61,C2151,2127,12.3771,-71.7671,23.0
600,62,C2152,2128,12.3782,-71.7682,24.0
600,63,C2153,2129,12.3793,-71.7693,25.0
600,64,C2154,2130,12.3804,-71.7704,26.0
600,65,C2155,2131,12.3815,-71.7715,27.0
600,66,C2156,2132,12.3826,-71.7726,28.0
600,67,C2157,2133,12.3837,-71.7737,29.0
600,68,C2158,2134,12.3848,-71.7748,30.0
600,69,C2159,2135,12.3859,-71.7759,8.0
600,70,C2160,2136,12.387,-71.777,9.0
600,71,C2161,2137,12.3881,-71.7781,10.0
600,72,C2162,2138,12.3892,-71.7792,11.0
600,73,C2163,2139,12.3903,-71.7803,12.0
600,74,C2164,2140,12.3914,-71.7814,13.0
600,75,C2165,2141,12.3925,-71.7825,14.0
600,76,C2166,2142,12.3936,-71.7836,15.0
600,77,C2167,2143,12.3947,-71.7847,16.0
600,78,C2168,2144,12.3958,-71.7858,17.0
600,79,C2169,2145,12.3969,-71.7869,18.0
600,80,C2170,2146,12.398,-71.788,19.0
600,81,C2171,2147,12.3991,-71.7891,20.0
600,82,C2172,2148,12.4002,-71.7902,21.0
600,83,C2173,2149,12.4013,-71.7913,22.0
600,84,C2174,2150,12.4024,-71.7924,23.0
600,85,C2175,2151,12.4035,-71.7935,24.0
600,86,C2176,2152,12.4046,-71.7946,25.0
600,87,C2177,2153,12.4057,-71.7957,26.0
600,88,C2178,2154,12.4068,-71.7968,27.0
600,89,C2179,2155,12.4079,-71.7979,28.0
600,90,C2180,2156,12.409,-71.799,29.0
600,91,C2181,2157,12.4101,-71.8001,30.0
600,92,C2182,2158,12.4112,-71.8012,8.0
600,93,C2183,2159,12.4123,-71.8023,9.0
600,94,C2184,2160,12.4134,-71.8034,10.0
600,95,C2185,2161,12.4145,-71.8045,11.0
600,96,C2186,2162,12.4156,-71.8056,12.0
600,97,C2187,2163,12.4167,-71.8067,13.0
600,98,C2188,2164,12.4178,-71.8078,14.0
600,99,C2189,2165,12.4189,-71.8089,15.0
600,100,C2190,2166,12.42,-71.81,16.0
600,101,C2191,2167,12.4211,-71.8111,17.0
600,102,C2192,2168,12.4222,-71.8122,18.0
600,103,C2193,2169,12.4233,-71.8133,19.0
600,104,C2194,2170,12.4244,-71.8144,20.0
600,105,C2195,2171,12.4255,-71.8155,21.0
600,106,C2196,2172,12.4266,-71.8166,22.0
600,107,C2197,2173,12.4277,-71.8177,23.0
600,108,C2198,2174,12.4288,-71.8188,24.0
600,109,C2199,2175,12.4299,-71.8199,25.0
600,110,C2200,2176,12.431,-71.821,26.0
600,111,C2201,2177,12.4321,-71.8221,27.0
600,112,C2202,2178,12.4332,-71.8232,28.0
600,113,C2203,2179,12.4343,-71.8243,29.0
600,114,C2204,2180,12.4354,-71.8254,30.0
600,115,C2205,2181,12.4365,-71.8265,8.0
600,116,C2206,2182,12.4376,-71.8276,9.0
600,117,C2207,2183,12.4387,-71.8287,10.0
600,118,C2208,2184,12.4398,-71.8298,11.0
600,119,C2209,2185,12.4409,-71.8309,12.0
600,120,C2210,2186,12.442,-71.832,13.0
600,121,C2211,2187,12.4431,-71.8331,14.0
600,122,C2212,2188,12.4442,-71.8342,15.0
600,123,C2213,2189,12.4453,-71.8353,16.0
600,124,C2214,2190,12.4464,-71.8364,17.0
600,125,C2215,2191,12.4475,-71.8375,18.0
600,126,C2216,2192,12.4486,-71.8386,19.0
600,127,C2217,2193,12.4497,-71.8397,20.0
600,128,C2218,2194,12.4508,-71.8408,21.0
600,129,C2219,2195,12.4519,-71.8419,22.0
600,130,C2220,2196,12.453,-71.843,23.0
600,131,C2221,2197,12.4541,-71.8441,24.0
600,132,C2222,2198,12.4552,-71.8452,25.0
600,133,C2223,2199,12.4563,-71.8463,26.0
600,134,C2224,2200,12.4574,-71.8474,27.0
600,135,C2225,2201,12.4585,-71.8485,28.0
600,136,C2226,2202,12.4596,-71.8496,29.0
600,137,C2227,2203,12.4607,-71.8507,30.0
600,138,C2228,2204,12.4618,-71.8518,8.0
600,139,C2229,2205,12.4629,-71.8529,9.0
600,140,C2230,2206,12.464,-71.854,10.0
600,141,C2231,2207,12.4651,-71.8551,11.0
600,142,C2232,2208,12.4662,-71.8562,12.0
600,143,C2233,2209,12.4673,-71.8573,13.0
600,144,C2234,2210,12.4684,-71.8584,14.0
600,145,C2235,2211,12.4695,-71.8595,15.0
600,146,C2236,2212,12.4706,-71.8606,16.0
600,147,C2237,2213,12.4717,-71.8617,17.0
600,148,C2238,2214,12.4728,-71.8628,18.0
600,149,C2239,2215,12.4739,-71.8639,19.0
600,150,C2240,2216,12.475,-71.865,20.0
600,151,C2241,2217,12.4761,-71.8661,21.0
600,152,C2242,2218,12.4772,-71.8672,22.0
600,153,C2243,2219,12.4783,-71.8683,23.0
600,154,C2244,2220,12.4794,-71.8694,24.0
600,155,C2245,2221,12.4805,-71.8705,25.0
600,156,C2246,2222,12.4816,-71.8716,26.0
600,157,C2247,2223,12.4827,-71.8727,27.0
600,158,C2248,2224,12.4838,-71.8738,28.0
600,159,C2249,2225,12.4849,-71.8749,29.0
600,160,C2250,2226,12.486,-71.876,30.0
600,161,C2251,2227,12.4871,-71.8771,8.0
600,162,C2252,2228,12.4882,-71.8782,9.0
600,163,C2253,2229,12.4893,-71.8793,10.0
600,164,C2254,2230,12.4904,-71.8804,11.0
600,165,C2255,2231,12.4915,-71.8815,12.0
600,166,C2256,2232,12.4926,-71.8826,13.0
600,167,C2257,2233,12.4937,-71.8837,14.0
600,168,C2258,2234,12.4948,-71.8848,15.0
600,169,C2259,2235,12.4959,-71.8859,16.0
600,170,C2260,2236,12.497,-71.887,17.0
600,171,C2261,2237,12.4981,-71.8881,18.0
600,172,C2262,2238,12.4992,-71.8892,19.0
600,173,C2263,2239,12.5003,-71.8903,20.0
600,174,C2264,2240,12.5014,-71.8914,21.0
600,175,C2265,2241,12.5025,-71.8925,22.0
600,176,C2266,2242,12.5036,-71.8936,23.0
600,177,C2267,2243,12.5047,-71.8947,24.0
600,178,C2268,2244,12.5058,-71.8958,25.0
600,179,C2269,2245,12.5069,-71.8969,26.0
600,180,C2270,2246,12.508,-71.898,27.0
600,181,C2271,2247,12.5091,-71.8991,28.0
600,182,C2272,2248,12.5102,-71.9002,29.0
600,183,C2273,2249,12.5113,-71.9013,30.0
600,184,C2274,2250,12.5124,-71.9024,8.0
600,185,C2275,2251,12.5135,-71.9035,9.0
600,186,C2276,2252,12.5146,-71.9046,10.0
600,187,C2277,2253,12.5157,-71.9057,11.0
600,188,C2278,2254,12.5168,-71.9068,12.0
600,189,C2279,2255,12.5179,-71.9079,13.0
600,190,C2280,2256,12.519,-71.909,14.0
